OBJECTID,Animal_Id,Animal_Name,Animal_Type,Activity_Number,Intake_Type,Picked_up_Location,Intake_Date,Outcome_Type,Outcome_Date,Animal_Age,Animal_PrimaryColor,Animal_Sex,Outcome_SubType
31442,A646545,MASHA,DOG,,STRAY,FAIRBANKS AVE & NAREB ST,2022/08/20 07:00:00+00,,2022/08/20 07:00:00+00,1Y 3M,CREAM,F,AT ACC
31443,A646545,MASHA,DOG,,STRAY,FAIRBANKS AVE & NAREB ST,2022/08/20 07:00:00+00,RTO,2022/08/27 07:00:00+00,1Y 3M,CREAM,F,IMP 1
31444,A646553,,DOG,,STRAY,FLANNERY RD AND DOLAN WAY,2022/08/18 07:00:00+00,,2022/08/19 07:00:00+00,,UNKNOWN,F,
31445,A646554,,DOG,,STRAY,FLANNERY RD AND DOLAN WAY,2022/08/18 07:00:00+00,,2022/08/19 07:00:00+00,,UNKNOWN,F,
31446,A646555,TODD,DOG,A22-489209,STRAY,HOGAN DR & MONFIETH WAY,2022/08/20 07:00:00+00,FOSTER,2022/09/09 07:00:00+00,10Y,BLACK,M,MEDICAL
31447,A646555,TODD,DOG,,FOSTER,,2022/09/30 07:00:00+00,EUTH VET,2022/09/30 07:00:00+00,10Y,BLACK,M,SICK
31448,A646556,TRON,DOG,A22-489215,STRAY,S ST & 6TH ST,2022/08/20 07:00:00+00,RTO,2022/08/22 07:00:00+00,12Y,WHITE,M,FIELD
31449,A646562,,CAT,,STRAY,RANCHO ROBLE WAY & BINGHAMPTON DR,2022/08/20 07:00:00+00,RTF,2022/08/23 07:00:00+00,5M,BRN TABBY,S,FERAL
31450,A646563,,CAT,,STRAY,FRUITRIDGE RD AT FLORIN PERKINS RD,2022/08/20 07:00:00+00,EUTH,2022/08/20 07:00:00+00,6Y,BLACK,N,MD/UNTREAT
31451,A646564,PIXIE,DOG,,STRAY,WOODBINE AVE AT 47TH AVE,2022/08/20 07:00:00+00,,2022/08/20 07:00:00+00,5M,WHITE,S,AT ACC
31452,A646564,PIXIE,DOG,,STRAY,WOODBINE AVE AT 47TH AVE,2022/08/20 07:00:00+00,ADOPTION,2022/08/28 07:00:00+00,5M,WHITE,S,NORMAL
31453,A646565,TITAN,DOG,,STRAY,SAN JUAN RD & NORTHGATE BLVD,2022/08/20 07:00:00+00,ADOPTION,2022/08/26 07:00:00+00,4Y,BROWN,N,NORMAL
31454,A646569,,DOG,,STRAY,RIVERSIDE BLVD & SUTTERVILLE RD,2022/08/20 07:00:00+00,ADOPTION,2022/08/28 07:00:00+00,6Y,CREAM,S,NORMAL
31455,A646570,,DOG,,STRAY,RIVERSIDE BLVD & SUTTERVILLE RD,2022/08/20 07:00:00+00,ADOPTION,2022/08/28 07:00:00+00,8Y,GRAY,N,NORMAL
31456,A646571,MINDY,DOG,,STRAY,10TH ST & V ST,2022/08/20 07:00:00+00,ADOPTION,2022/09/01 07:00:00+00,8M,FAWN,S,NORMAL
31457,A646572,UNKNOWN,DOG,,STRAY,2131 MARCH RD. ROSEVILLE,2022/08/20 07:00:00+00,,2022/08/20 07:00:00+00,,UNKNOWN,,
31458,A646573,LAVENDER,CAT,A22-489222,STRAY,SPALETTA WAY & NICKMAN WAY,2022/08/20 07:00:00+00,FOSTER,2022/08/20 07:00:00+00,13W,GRAY,U,BOTTLE BAB
31459,A646581,,CAT,,STRAY,JEFFERSON AVE & NORTHGATE BLVD,2022/08/20 07:00:00+00,ADOPTION,2022/09/01 07:00:00+00,4M,BRN TABBY,N,NORMAL
31460,A646582,RUNWAY,CAT,,OWNER SUR,,2022/08/20 07:00:00+00,FOSTER,2022/08/23 07:00:00+00,4M,BRN TABBY,S,UNDERAGE
31461,A646582,RUNWAY,CAT,,FOSTER,,2022/09/22 07:00:00+00,ADOPTION,2022/09/30 07:00:00+00,4M,BRN TABBY,S,NORMAL
31462,A646583,QUIRK,CAT,,FOSTER,,2022/09/22 07:00:00+00,ADOPTION,2022/09/26 07:00:00+00,4M,BRN TABBY,N,NORMAL
31463,A646583,QUIRK,CAT,,OWNER SUR,,2022/08/20 07:00:00+00,FOSTER,2022/08/23 07:00:00+00,4M,BRN TABBY,N,UNDERAGE
31464,A646584,CHEETAH,CAT,,OWNER SUR,,2022/08/20 07:00:00+00,FOSTER,2022/08/23 07:00:00+00,4M,BRN TABBY,S,UNDERAGE
31465,A646584,CHEETAH,CAT,,FOSTER,,2022/09/22 07:00:00+00,FOSTER,2022/09/22 07:00:00+00,4M,BRN TABBY,S,SHORT TERM
31466,A646584,CHEETAH,CAT,,FOSTER,,2022/09/25 07:00:00+00,ADOPTION,2022/10/01 07:00:00+00,4M,BRN TABBY,S,NORMAL
31467,A646586,H. ,DOG,,STRAY,2450 FLORIN ROAD ,2022/08/19 07:00:00+00,,2022/08/20 07:00:00+00,,BLACK,M,
31468,A646587,BUDDY,DOG,,STRAY,FRUITRIDGE RD & STOCKTON BLVD,2022/08/20 07:00:00+00,RTO,2022/09/04 07:00:00+00,7Y,TAN,N,PHONE
31469,A646587,BUDDY,DOG,A22-484771,STRAY,47TH AVE & FRANKLIN BLVD,2022/05/19 07:00:00+00,RTO,2022/05/20 07:00:00+00,7Y,TAN,N,WEBSITE
31470,A646587,BUDDY,DOG,,STRAY,47TH AVE & STOCKTON BLVD,2020/10/14 07:00:00+00,RTO,2020/10/15 07:00:00+00,7Y,TAN,N,WEBSITE
31471,A646588,SIMBA,DOG,,STRAY,47TH AVE & STOCKTON BLVD,2020/10/14 07:00:00+00,RTO,2020/10/15 07:00:00+00,8Y,TAN,N,WEBSITE
31472,A646588,SIMBA,DOG,A22-484771,STRAY,47TH AVE & FRANKLIN BLVD,2022/05/19 07:00:00+00,RTO,2022/05/20 07:00:00+00,8Y,TAN,N,WEBSITE
31473,A646588,SIMBA,DOG,,STRAY,FRUITRIDGE RD & STOCKTON BLVD,2022/08/20 07:00:00+00,RTO,2022/09/04 07:00:00+00,8Y,TAN,N,PHONE
31474,A646589,,DOG,,STRAY,STOCKEN BOULEVARD,2022/08/18 07:00:00+00,,2022/08/20 07:00:00+00,,WHITE,F,
31475,A646590,,DOG,,STRAY,STOCKEN BOULEVARD,2022/08/18 07:00:00+00,,2022/08/20 07:00:00+00,,WHITE,F,
31476,A646591,SMIRK,CAT,,OWNER SUR,,2022/08/20 07:00:00+00,FOSTER,2022/08/23 07:00:00+00,4M,BRN TABBY,N,UNDERAGE
31477,A646591,SMIRK,CAT,,FOSTER,,2022/09/22 07:00:00+00,ADOPTION,2022/09/24 07:00:00+00,4M,BRN TABBY,N,NORMAL
31478,A646592,PIXIE,CAT,,FOSTER,,2022/09/22 07:00:00+00,FOSTER,2022/09/25 07:00:00+00,4M,BRN TABBY,S,SHORT TERM
31479,A646592,PIXIE,CAT,,FOSTER,,2022/10/05 07:00:00+00,ADOPTION,2022/10/05 07:00:00+00,4M,BRN TABBY,S,FOSTER
31480,A646592,PIXIE,CAT,,OWNER SUR,,2022/08/20 07:00:00+00,FOSTER,2022/08/23 07:00:00+00,4M,BRN TABBY,S,UNDERAGE
31481,A646593,,CAT,,STRAY,GARDENDALE ST & MELINDA WAY,2022/08/20 07:00:00+00,RTF,2022/08/26 07:00:00+00,6M,ORG TABBY,S,FERAL
31482,A646594,CUDDLEBUG,CAT,,OWNER SUR,,2022/08/20 07:00:00+00,FOSTER,2022/08/23 07:00:00+00,4M,BLACK,N,UNDERAGE
31483,A646594,CUDDLEBUG,CAT,,FOSTER,,2022/09/22 07:00:00+00,ADOPTION,2022/09/26 07:00:00+00,4M,BLACK,N,NORMAL
31484,A646595,MARTINI,DOG,A22-489235,STRAY,MARYSVILLE BLVE & ELEANOR,2022/08/20 07:00:00+00,ADOPTION,2022/09/06 07:00:00+00,5Y,WHITE,S,NORMAL
31485,A646596,RUBY,DOG,A22-489235,STRAY,MARYSVILLE BLVE & ELEANOR,2022/08/20 07:00:00+00,FOSTER,2022/08/27 07:00:00+00,1Y 3M,BR BRINDLE,S,FOST2ADOPT
31486,A646596,RUBY,DOG,,FOSTER,,2022/09/13 07:00:00+00,ADOPTION,2022/09/13 07:00:00+00,1Y 3M,BR BRINDLE,S,FOSTER
31487,A646598,UNKNOWN MALE,DOG,,STRAY,CARLSON BLVD AND S 43RD ST,2022/08/20 07:00:00+00,,2022/08/20 07:00:00+00,,BROWN,M,
31488,A646604,,CAT,A22-489243,STRAY,29TH AVE & 28TH ST,2022/08/21 07:00:00+00,EUTH VET,2022/08/25 07:00:00+00,,BLACK,U,INJURED
31489,A646607,DOSHA,DOG,A22-489244,CONFISCATE,21ST ST & X ST,2022/08/21 07:00:00+00,RTO,2022/08/26 07:00:00+00,2Y,BR BRINDLE,F,PHONE
31490,A646613,,DOG,,STRAY,14TH STREET AND U STREET,2022/08/21 07:00:00+00,,2022/08/21 07:00:00+00,,WHITE,M,
31491,A646615,PJ MIRA,CAT,A22-489255,STRAY,BRECKENWOOD WAY & MORLEY WAY,2022/08/21 07:00:00+00,RTO,2022/08/21 07:00:00+00,4Y,ORG TABBY,F,FIELD
31492,A646617,STEVE,CAT,,STRAY,ALDER AVE & FRUITRIDGE RD,2022/08/21 07:00:00+00,FOSTER,2022/08/27 07:00:00+00,5M,ORG TABBY,N,UNDERAGE
31493,A646617,STEVE,CAT,,FOSTER,,2022/09/10 07:00:00+00,ADOPTION,2022/09/12 07:00:00+00,5M,ORG TABBY,N,NORMAL
31494,A646618,BIANCA,DOG,,STRAY,,2022/08/21 00:00:00+00,,,,WHITE,S,
31495,A646621,BULL,CAT,,STRAY,SUN RIVER DR & 51ST AVE,2022/08/21 07:00:00+00,FOSTER,2022/08/28 07:00:00+00,4M,BLACK,M,EMERGENCY
31496,A646623,SEVERUS,CAT,A22-489260,STRAY,SILVERTON WAY,2022/08/21 07:00:00+00,FOSTER,2022/08/21 07:00:00+00,13W,BLACK,N,EMERGENCY
31497,A646623,SEVERUS,CAT,A22-489260,FOSTER,,2022/10/12 07:00:00+00,ADOPTION,2022/10/14 07:00:00+00,13W,BLACK,N,NORMAL
31498,A646624,BINXY,CAT,A22-489260,STRAY,SILVERTON WAY,2022/08/21 07:00:00+00,FOSTER,2022/08/21 07:00:00+00,13W,BLACK,N,EMERGENCY
31499,A646624,BINXY,CAT,,FOSTER,,2022/08/27 07:00:00+00,FOSTER,2022/08/27 07:00:00+00,13W,BLACK,N,UNDERAGE
31500,A646624,BINXY,CAT,,FOSTER,,2022/09/29 07:00:00+00,ADOPTION,2022/09/30 07:00:00+00,13W,BLACK,N,NORMAL
31501,A646625,LUNA,CAT,A22-489260,STRAY,SILVERTON WAY,2022/08/21 07:00:00+00,FOSTER,2022/08/21 07:00:00+00,13W,BRN TABBY,S,EMERGENCY
31502,A646625,LUNA,CAT,,FOSTER,,2022/10/12 07:00:00+00,ADOPTION,2022/10/15 07:00:00+00,13W,BRN TABBY,S,NORMAL
31503,A646626,SIMBA,CAT,,FOSTER,,2022/10/12 07:00:00+00,ADOPTION,2022/10/15 07:00:00+00,13W,BRN TABBY,N,NORMAL
31504,A646626,SIMBA,CAT,A22-489260,STRAY,SILVERTON WAY,2022/08/21 07:00:00+00,FOSTER,2022/08/21 07:00:00+00,13W,BRN TABBY,N,EMERGENCY
31505,A646627,NARU KIMA,CAT,A22-489260,STRAY,SILVERTON WAY,2022/08/21 07:00:00+00,FOSTER,2022/08/21 07:00:00+00,13W,BRN TABBY,S,EMERGENCY
31506,A646627,NARU KIMA,CAT,,FOSTER,,2022/08/27 07:00:00+00,FOSTER,2022/08/27 07:00:00+00,13W,BRN TABBY,S,UNDERAGE
31507,A646627,NARU KIMA,CAT,,FOSTER,,2022/09/29 07:00:00+00,ADOPTION,2022/09/30 07:00:00+00,13W,BRN TABBY,S,NORMAL
31508,A646630,JERI SEIDEN,CAT,,STRAY,"4325 AUBURN BLVD., SUITE 300",2022/08/20 07:00:00+00,,2022/08/21 07:00:00+00,,BROWN,M,
31509,A646633,BEBE,DOG,,STRAY,U ST AT 10TH ST,2022/08/21 07:00:00+00,ADOPTION,2022/08/31 07:00:00+00,4Y,GRAY,S,NORMAL
31510,A646637,,DOG,,STRAY,2905 SAN PABLO DAM ROAD,2022/08/20 07:00:00+00,,2022/08/21 07:00:00+00,,WHITE,F,
31511,A646638,LAMAR,DOG,A22-489272,QUARANTINE,LA RIVIERA DR & LIDO CIR,2022/08/21 07:00:00+00,TRANSFER,2022/09/06 07:00:00+00,1Y 7M,CREAM,N,SHELTER
31512,A646646,ROCKY,DOG,A22-489283,STRAY,W STOCKTON BLVD & JACINTO RD,2022/08/21 07:00:00+00,RTO,2022/08/24 07:00:00+00,,GRAY,N,IMP 1
31513,A646646,ROCKY,DOG,,STRAY,W STOCKTON BLVD & JACINTO RD,2022/09/28 07:00:00+00,RTO,2022/09/28 07:00:00+00,,GRAY,N,PHONE
31514,A646656,CHUNK,CAT,,STRAY,13TH AVE & BARTLEY DR,2022/08/22 07:00:00+00,FOSTER,2022/08/22 07:00:00+00,13W,GRAY,M,BOTTLE BAB
31515,A646661,JELLY'S PLAC,DOG,,STRAY,2905 SAN PABLO DAM RD,2022/08/22 07:00:00+00,,2022/08/22 07:00:00+00,,WHITE,F,
31516,A646662,JELLY'S PLAC,DOG,,STRAY,2905 SAN PABLO DAM RD,2022/08/22 07:00:00+00,,2022/08/22 07:00:00+00,,WHITE,M,
31517,A646663,,DOG,,STRAY,4TH AVE AND 43RD ST,2022/08/22 07:00:00+00,,2022/08/22 07:00:00+00,,BROWN,M,
31518,A646665,MOCHI,CAT,A22-489266,STRAY,LOMA VERDE,2022/08/22 07:00:00+00,FOSTER,2022/08/22 07:00:00+00,16W,CALICO,S,UNDERAGE
31519,A646665,MOCHI,CAT,A22-489266,FOSTER,LOMA VERDE,2022/10/20 07:00:00+00,ADOPTION,2022/10/21 07:00:00+00,16W,CALICO,S,NORMAL
31520,A646667,,CAT,,STRAY,51ST AVE AND 75TH ST,2022/08/22 07:00:00+00,,2022/08/22 07:00:00+00,,BLACK,F,
31521,A646668,GUPPY,DOG,A22-489295,STRAY,BARSTOW ST & EL MONTE AVE,2022/08/22 07:00:00+00,RTO,2022/08/22 07:00:00+00,1Y 3M,BLACK,S,PHONE
31522,A646670,,CAT,A22-489303,STRAY,NAREB ST & FAIRBANKS AVE,2022/08/22 07:00:00+00,EUTH,2022/08/22 07:00:00+00,8M,WHITE,F,MD/UNTREAT
31523,A646672,,CAT,,STRAY,51ST AVE & 75TH ST,2022/08/22 07:00:00+00,EUTH,2022/08/22 07:00:00+00,,BLACK,U,MD/UNTREAT
31524,A646673,BARNABAS,DOG,,STRAY,MACK RD & CENTER PKWY,2022/08/22 07:00:00+00,ADOPTION,2022/08/28 07:00:00+00,7M,WHITE,N,NORMAL
31525,A646674,SHARI,CAT,,STRAY,TRIBUTE RD AT BUSINESS 80 NB EXPOSITION BLVD,2022/08/22 07:00:00+00,ADOPTION,2022/09/01 07:00:00+00,7M,GRAY TABBY,S,NORMAL
31526,A646675,,CAT,A22-489308,STRAY,LIMESTONE WAY & SEQUOIA WAY,2022/08/22 07:00:00+00,RTF,2022/09/18 07:00:00+00,17W,BLK TABBY,S,FERAL
31527,A646676,KAYA,DOG,,STRAY,CAMPUS COMMONS RD & UNIVERSITY AVE,2022/08/22 07:00:00+00,RTO,2022/08/24 07:00:00+00,10Y,WHITE,F,HOMELESS 1
31528,A646678,DONALD,DOG,,STRAY,SMOKE TREE DR & SAN JUAN RD,2022/08/22 07:00:00+00,ADOPTION,2022/09/01 07:00:00+00,2Y,GOLD,N,NORMAL
31529,A646680,CARLOS,DOG,,STRAY,LEMON HILL AVE AT 65TH STREET EXPY,2022/08/22 07:00:00+00,ADOPTION,2022/08/31 07:00:00+00,1Y 2M,WHITE,N,NORMAL
31530,A646680,CARLOS,DOG,,RETURN,,2022/09/19 07:00:00+00,FOSTER,2022/09/26 07:00:00+00,1Y 2M,WHITE,N,SPACE
31531,A646680,CARLOS,DOG,,FOSTER,,2022/10/10 07:00:00+00,ADOPTION,2022/10/11 07:00:00+00,1Y 2M,WHITE,N,NORMAL
31532,A646681,V,DOG,,STRAY,GROVE AVE & ELEANOR AVE,2022/08/22 07:00:00+00,ADOPTION,2022/08/31 07:00:00+00,1Y 1M,TAN,S,NORMAL
31533,A646682,HARLEY,DOG,,STRAY,DEL PASO BLVD & ARCADE BLVD,2022/08/22 07:00:00+00,FOSTER,2022/08/29 07:00:00+00,2Y,BR BRINDLE,S,FOST2ADOPT
31534,A646682,HARLEY,DOG,,FOSTER,,2022/09/23 07:00:00+00,ADOPTION,2022/09/23 07:00:00+00,2Y,BR BRINDLE,S,FOSTER
31535,A646683,,CAT,,STRAY,FRUITRIDGE RD & 87TH ST,2022/08/22 07:00:00+00,FOSTER,2022/08/22 07:00:00+00,11W,BRN TABBY,F,UNDERAGE
31536,A646684,GERTRUDE,CAT,A22-489314,STRAY,33RD AVE & 63RD ST,2022/08/22 07:00:00+00,FOSTER,2022/08/23 07:00:00+00,5M,BLACK,S,MEDICAL
31537,A646684,GERTRUDE,CAT,A22-489314,FOSTER,,2022/10/06 07:00:00+00,ADOPTION,2022/10/28 07:00:00+00,5M,BLACK,S,NORMAL
31538,A646685,,DOG,,STRAY,SILVER CEDAR DR AND SILVER ALMOND LN,2022/08/22 07:00:00+00,,2022/08/22 07:00:00+00,,WHITE,F,
31539,A646686,SALLY,DOG,,STRAY,10TH ST & T ST,2022/08/22 07:00:00+00,ADOPTION,2022/08/31 07:00:00+00,2Y,BLACK,S,NORMAL
31540,A646687,,CAT,A22-489315,STRAY,24 ST & XST,2022/08/22 07:00:00+00,EUTH FIELD,2022/08/22 07:00:00+00,,BLACK,U,PHYS COND
31541,A646688,SMOKEY,CAT,,STRAY,FRONT ST & V ST,2022/08/22 07:00:00+00,ADOPTION,2022/09/01 07:00:00+00,5M,GRAY,N,NORMAL
31542,A646689,SNOW WHITE,DOG,,STRAY,FLORIN RD AT FREEPORT BLVD,2022/08/22 07:00:00+00,FOSTER,2022/08/26 07:00:00+00,7Y,WHITE,S,SPACE
31543,A646689,SNOW WHITE,DOG,,FOSTER,,2022/09/01 07:00:00+00,ADOPTION,2022/09/02 07:00:00+00,7Y,WHITE,S,NORMAL
31544,A646690,JEWEL,DOG,,FOSTER,,2022/09/01 07:00:00+00,ADOPTION,2022/09/02 07:00:00+00,4Y,WHITE,S,NORMAL
31545,A646690,JEWEL,DOG,,STRAY,FLORIN RD AT FREEPORT BLVD,2022/08/22 07:00:00+00,FOSTER,2022/08/25 07:00:00+00,4Y,WHITE,S,SPACE
31546,A646690,JEWEL,DOG,,FOSTER,,2022/08/26 07:00:00+00,FOSTER,2022/08/26 07:00:00+00,4Y,WHITE,S,SPACE
31547,A646691,JEFF,DOG,A22-489115,CONFISCATE,RIVERSIDE BLVD & RIO VIALE CT,2022/08/22 07:00:00+00,FOSTER,2022/08/27 07:00:00+00,4Y,BROWN,N,FOST2ADOPT
31548,A646691,JEFF,DOG,,FOSTER,,2022/09/08 07:00:00+00,ADOPTION,2022/09/11 07:00:00+00,4Y,BROWN,N,NORMAL
31549,A646695,,CAT,,STRAY,MARCONI AVE & CONNIE DR,2022/08/22 07:00:00+00,FOSTER,2022/08/23 07:00:00+00,16W,GRAY TABBY,N,UNDERAGE
31550,A646695,,CAT,,FOSTER,,2022/09/09 07:00:00+00,ADOPTION,2022/09/09 07:00:00+00,16W,GRAY TABBY,N,FOSTER
31551,A646696,SIOBHAN,DOG,,STRAY,I ST AT 5TH ST,2022/08/22 07:00:00+00,ADOPTION,2022/08/28 07:00:00+00,4Y,TAN,S,NORMAL
31552,A646701,,CAT,,STRAY,BROADWAY & LA SOLIDAD WAY,2022/08/22 07:00:00+00,EUTH,2022/08/22 07:00:00+00,,BLK TABBY,U,PHYS COND
31553,A646702,,DOG,,STRAY,HILLTOP DRIVE AND HILLVIEW DRIVE,2022/08/22 07:00:00+00,,2022/08/22 07:00:00+00,,UNKNOWN,,
31554,A646716,PEARL,CAT,,STRAY,INDUSTRIAL DR & POWER INN RD,2022/08/23 07:00:00+00,FOSTER,2022/08/23 07:00:00+00,4M,CALICO,F,BOTTLE BAB
31555,A646719,KOBE,DOG,A22-489333,STRAY,LOS ROBLES BLVD & DEL PASO BLVD,2022/08/23 07:00:00+00,RTO,2022/08/27 07:00:00+00,2Y,FAWN,N,PHONE
31556,A646719,KOBE,DOG,,STRAY,LOS ROBLES BLVD & DEL PASO BLVD,2022/08/28 07:00:00+00,ADOPTION,2022/09/14 07:00:00+00,2Y,FAWN,N,NORMAL
31557,A646719,KOBE,DOG,,OWNER SUR,,2022/10/15 00:00:00+00,,,2Y,FAWN,N,
31558,A646720,,DOG,,STRAY,"3RD STREET WEST SACRAMENTO, CAPITAL YARDS APARTMENTS ",2022/08/23 07:00:00+00,,2022/08/23 07:00:00+00,,UNKNOWN,M,
31559,A646721,,DOG,,STRAY,7TH AND RHODE ISLAND DRIVE ,2022/08/23 07:00:00+00,,2022/08/23 07:00:00+00,,UNKNOWN,,
31560,A646725,,CAT,,STRAY,MARYSVILLE BLVD & HURON ST,2022/08/23 07:00:00+00,,2022/08/27 07:00:00+00,,BLACK,U,
31561,A646727,VELINDA FLOR,DOG,,STRAY,MADISON AND WATT AND MCCLELLAN,2022/07/11 07:00:00+00,,2022/08/23 07:00:00+00,,UNKNOWN,M,
31562,A646732,,DOG,,STRAY,TEEKAY WAY & 25TH ST,2022/08/23 07:00:00+00,ADOPTION,2022/09/01 07:00:00+00,11M,BLACK,N,NORMAL
31563,A646733,SPARKY,DOG,,STRAY,22ND AVE & STOCKTON BLVD,2022/08/23 07:00:00+00,FOSTER,2022/08/25 07:00:00+00,3Y,WHITE,N,SPACE
31564,A646733,SPARKY,DOG,,FOSTER,,2022/09/22 07:00:00+00,ADOPTION,2022/09/22 07:00:00+00,3Y,WHITE,N,FOSTER
31565,A646734,,CAT,,OWNER SUR,RIOLINDA BLVD & ELEANOR AVE,2022/08/23 07:00:00+00,EUTH,2022/08/23 07:00:00+00,,ORG TABBY,U,MD/UNTREAT
31566,A646735,CHICO,DOG,,STRAY,57TH AVE & 24TH ST,2022/08/23 07:00:00+00,RTO,2022/08/24 07:00:00+00,15Y,WHITE,M,IMP 1
31567,A646736,VERO,DOG,,STRAY,57TH AVE & 24TH ST,2022/08/23 07:00:00+00,RTO,2022/08/24 07:00:00+00,5Y,BROWN,F,IMP 1
31568,A646737,COCO,DOG,,STRAY,MOERY AVE & TAYLOR ST,2022/08/23 07:00:00+00,RTO,2022/08/23 07:00:00+00,2Y,WHITE,M,WEBSITE
31569,A646737,COCO,DOG,A22-491376,STRAY,GRAND AVE & HURON ST,2022/10/03 07:00:00+00,RTO,2022/10/03 07:00:00+00,2Y,WHITE,M,PHONE
31570,A646738,,DOG,,STRAY,MOERY AVE & TAYLOR ST,2022/08/23 07:00:00+00,TRANSFER,2022/08/29 07:00:00+00,6Y,WHITE,F,SHELTER
31571,A646741,JENNIFER,DOG,,STRAY,FIRESIDE WAY AND COUNTRYSIDE WAY,2022/08/23 07:00:00+00,,2022/08/23 07:00:00+00,,UNKNOWN,M,
31572,A646742,TRUDY,DOG,,STRAY,SILVER CEDAR LN & SAGE MEADOW LN,2022/08/23 07:00:00+00,ADOPTION,2022/09/01 07:00:00+00,6Y,WHITE,S,NORMAL
31573,A646743,,CAT,,STRAY,14TH AVE & 43RD ST,2022/08/23 07:00:00+00,RTF,2022/09/08 07:00:00+00,7M,BLACK,S,FERAL
31574,A646743,,CAT,,STRAY,13TH AVE & 43RD ST,2022/07/03 07:00:00+00,RTF,2022/07/08 07:00:00+00,7M,BLACK,S,FERAL
31575,A646744,STACEY WHEAT,DOG,,STRAY,2239 EASTPORT DR,2022/08/23 07:00:00+00,,2022/08/23 07:00:00+00,,BLACK,F,
31576,A646747,DOMINGO,DOG,,STRAY,18TH ST & 15TH AVE,2022/08/23 07:00:00+00,ADOPTION,2022/09/01 07:00:00+00,10M,BR BRINDLE,N,NORMAL
31577,A646751,,DOG,,STRAY,EAST HATCH AND RICHLAND ,2022/08/23 07:00:00+00,,2022/08/23 07:00:00+00,,UNKNOWN,M,
31578,A646752,,DOG,,STRAY,PRAIRIE HILLS COURT AND DRIVER WAY,2022/08/21 07:00:00+00,,2022/08/23 07:00:00+00,,UNKNOWN,M,
31579,A646754,MARNIE,DOG,A22-489372,STRAY,ALBITROSS WAY SILICA AVE,2022/08/23 07:00:00+00,ADOPTION,2022/08/31 07:00:00+00,2Y,WHITE,S,NORMAL
31580,A646757,,DOG,,STRAY,4TH AVE & FREEPORT BLVD,2022/08/23 07:00:00+00,ADOPTION,2022/09/01 07:00:00+00,10M,BLACK,S,NORMAL
31581,A646759,N/A,DOG,,STRAY,451 WINTER GARDEN AVE,2022/08/22 07:00:00+00,,2022/08/23 07:00:00+00,,UNKNOWN,F,
31582,A646760,,DOG,A22-489379,QUARANTINE,AURBURN BLVD & MARCONI BLVD,2022/08/23 07:00:00+00,EUTH VET,2022/08/25 07:00:00+00,2Y,TAN,F,INJURED
31583,A646765,ASHLEY,DOG,A22-489387,CONFISCATE,JOLA CIR & DETROIT BLVD,2022/08/24 07:00:00+00,RTO,2022/08/24 07:00:00+00,,WHITE,F,IMP 1
31584,A646768,UNKNOWN,DOG,,STRAY,CRANE RD/ PATTERSON ROAD ,2022/08/22 07:00:00+00,,2022/08/24 07:00:00+00,,UNKNOWN,M,
31585,A646771,LILY,DOG,,STRAY,69TH AVE AT 29TH ST,2022/08/24 07:00:00+00,EUTH,2022/08/24 07:00:00+00,,TAN,F,MD/UNTREAT
31586,A646773,HOMIE,DOG,A22-489412,STRAY,79TH ST & 37TH AVE,2022/08/24 07:00:00+00,RTO,2022/08/27 07:00:00+00,,BLACK,M,PHONE
31587,A646775,BADGER,CAT,A22-489378,STRAY,2103 3RD ST SACRAMENTO,2022/08/24 07:00:00+00,FOSTER,2022/08/24 07:00:00+00,4W,BRN TABBY,F,EMERGENCY
31588,A646776,BEAR,CAT,A22-489378,STRAY,"2103 3RD ST, SACRAMENTO",2022/08/24 07:00:00+00,FOSTER,2022/08/24 07:00:00+00,10W,BRN TABBY,M,EMERGENCY
31589,A646776,BEAR,CAT,A22-489378,FOSTER,"2103 3RD ST, SACRAMENTO",2022/08/24 07:00:00+00,EUTH FIELD,2022/09/13 07:00:00+00,10W,BRN TABBY,M,MD/UNTREAT
31590,A646777,BOBCAT,CAT,A22-489378,STRAY,"2103 3RD ST, SACRAMENTO",2022/08/24 07:00:00+00,FOSTER,2022/08/24 07:00:00+00,5W,BRN TABBY,F,EMERGENCY
31591,A646778,,CAT,A22-489378,STRAY,"2103 3RD ST, SACRAMENTO",2022/08/24 07:00:00+00,FOSTER,2022/08/24 07:00:00+00,3W,BRN TABBY,F,EMERGENCY
31592,A646778,,CAT,A22-489892,FOSTER,,2022/09/03 07:00:00+00,EUTH,2022/09/03 07:00:00+00,3W,BRN TABBY,F,MD/UNTREAT
31593,A646779,GRACIE,DOG,,STRAY,43RD ST AT 11TH AVE,2022/08/24 07:00:00+00,FOSTER,2022/08/30 07:00:00+00,3Y,BLACK,S,BEHAVIOR
31594,A646780,,CAT,,STRAY,MACK RD & TANGERINE AVE,2022/08/24 07:00:00+00,EUTH,2022/08/24 07:00:00+00,,GRAY TABBY,N,MD/UNTREAT
31595,A646782,ARKANSAS,CAT,,STRAY,,2022/08/24 07:00:00+00,ADOPTION,2022/08/30 07:00:00+00,5M,BLACK,S,NORMAL
31596,A646784,ALASKA,CAT,,STRAY,,2022/08/24 07:00:00+00,ADOPTION,2022/08/30 07:00:00+00,5M,BLACK,N,NORMAL
